source_document,year,code,description,amount_type,amount_kwacha
LMC-OBB_Budget-2026.pdf,2026,Performance Assessment conducted 01 Number of Health facilities assessed,-,BUDGET ESTIMATE 2028,34.0
LMC-OBB_Budget-2026.pdf,2026,ECONOMIC CLASSIFICATION,2024 BUDGET,REVISED BUDGET 2027,2025.0
LMC-OBB_Budget-2026.pdf,2026,02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure),"- - 3,742,847 3,742,847",REVISED BUDGET 2027,5.555875555872645e+25
LMC-OBB_Budget-2026.pdf,2026,Programme Total,"3,742,847",REVISED BUDGET 2027,3200587.0
LMC-OBB_Budget-2026.pdf,2026,Programme Total,"3,742,847",REVISED BUDGET 2027,7.0
LMC-OBB_Budget-2026.pdf,2026,Key Output and Output Indicator,2024,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Township Roads Maintained 01 Kilometer of township roads patched,-,BUDGET ESTIMATE 2028,10.0
LMC-OBB_Budget-2026.pdf,2026,Feeder Roads Graded 01 Kilometres of feeder roads graded,-,BUDGET ESTIMATE 2028,40.0
LMC-OBB_Budget-2026.pdf,2026,Street Lights Installed 01 Number of streets lights installed,-,BUDGET ESTIMATE 2028,10.0
LMC-OBB_Budget-2026.pdf,2026,ECONOMIC CLASSIFICATION,2024 BUDGET,REVISED BUDGET 2027,2025.0
LMC-OBB_Budget-2026.pdf,2026,02Use of Goods and Services 02General Operations,- -,REVISED BUDGET 2027,490000490000.0
LMC-OBB_Budget-2026.pdf,2026,PROGRAMME/SUBPROGRAMME,2024 BUDGET,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Programme Total,-,REVISED BUDGET 2027,0.0
LMC-OBB_Budget-2026.pdf,2026,Key Output and Output Indicator,2024,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Farmers trained in Agricultural smart practices 01 Number of farmers trained in Climate Smart Agricultural practices 02 Number of demo sites selected 03 Number of trainings in farm planning and enterprenuership conducted 04 Number of field days held,- - - -,BUDGET ESTIMATE 2028,10000151515.0
LMC-OBB_Budget-2026.pdf,2026,Farm field schools established 01 Number of field schools operated 02 Number of lead farmers selected,- -,BUDGET ESTIMATE 2028,1717.0
LMC-OBB_Budget-2026.pdf,2026,Irrigation technologies promoted 01 Number of farmer groups trained in irrigation 02 Number of irrigation scheme sites mapped 03 Number of field staff trained in irrigation,- - -,BUDGET ESTIMATE 2028,5717.0
LMC-OBB_Budget-2026.pdf,2026,Nutrition Education among Farmers Promoted 01 No. of farmers trained in nutrition,-,BUDGET ESTIMATE 2028,10000.0
LMC-OBB_Budget-2026.pdf,2026,Good Farm Management Practices Promoted 01 No. of farmers trained in good farm management practices,-,REVISED BUDGET 2027,7521.0
LMC-OBB_Budget-2026.pdf,2026,Good Farm Management Practices Promoted 01 No. of farmers trained in good farm management practices,-,BUDGET ESTIMATE 2028,10000.0
LMC-OBB_Budget-2026.pdf,2026,Crop Diversification Promoted 01 No. of farmers trained in crop diversification,-,REVISED BUDGET 2027,7521.0
LMC-OBB_Budget-2026.pdf,2026,Crop Diversification Promoted 01 No. of farmers trained in crop diversification,-,BUDGET ESTIMATE 2028,10000.0
LMC-OBB_Budget-2026.pdf,2026,Agribusiness promoted 01 Number of commodity Market Bulletins published 02 Weekly price data collected,- -,BUDGET ESTIMATE 2028,1252.0
LMC-OBB_Budget-2026.pdf,2026,Agricultural Information Services Provided 03 Number of TV programmes disseminated,-,REVISED BUDGET 2027,3.0
LMC-OBB_Budget-2026.pdf,2026,Agricultural Information Services Provided 03 Number of TV programmes disseminated,-,BUDGET ESTIMATE 2028,12.0
LMC-OBB_Budget-2026.pdf,2026,ECONOMIC CLASSIFICATION,2024 BUDGET,REVISED BUDGET 2027,2025.0
LMC-OBB_Budget-2026.pdf,2026,02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure),"126,868 126,868 - -",REVISED BUDGET 2027,5.10324510324382e+21
LMC-OBB_Budget-2026.pdf,2026,PROGRAMME/SUBPROGRAMME,2024 BUDGET,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Programme Total,"126,868",REVISED BUDGET 2027,4.0
LMC-OBB_Budget-2026.pdf,2026,Key Output and Output Indicator,2024,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Agribusiness Promoted 01 Number of market bulletins published 02 Number of groups trained in entreprenuership,- -,BUDGET ESTIMATE 2028,1212.0
LMC-OBB_Budget-2026.pdf,2026,Utilisation and consumption of animal source foods increased 01 Number of trainings in nutrition conducted,-,BUDGET ESTIMATE 2028,2.0
LMC-OBB_Budget-2026.pdf,2026,Farmers trained in Livestock disease control and prevention 01 Number of farmers trained in livestock disease control and prevention,-,REVISED BUDGET 2027,200.0
LMC-OBB_Budget-2026.pdf,2026,Farmers trained in Livestock disease control and prevention 01 Number of farmers trained in livestock disease control and prevention,-,BUDGET ESTIMATE 2028,350.0
LMC-OBB_Budget-2026.pdf,2026,Surveillance of Diseases of Economic Importance Undertaken 01 Number of surveillance of Diseases of Economic importance undertaken,-,BUDGET ESTIMATE 2028,12.0
LMC-OBB_Budget-2026.pdf,2026,Trypanosomiasis Surveillance Conducted 01 Number of Trypanosomiasis Suveillance Conducted,-,BUDGET ESTIMATE 2028,4.0
LMC-OBB_Budget-2026.pdf,2026,Sanitary Inspections conducted 01 Number of sanitary inspections conducted,-,BUDGET ESTIMATE 2028,4.0
LMC-OBB_Budget-2026.pdf,2026,Aquaculture Production and Productivity Improved 01 Number of fisheries field visits conducted 02 Number of farmers trained in aquaculture. 03 Kilograms of fish produced,- - -,REVISED BUDGET 2027,68839415.0
LMC-OBB_Budget-2026.pdf,2026,Aquaculture Production and Productivity Improved 01 Number of fisheries field visits conducted 02 Number of farmers trained in aquaculture. 03 Kilograms of fish produced,- - -,BUDGET ESTIMATE 2028,606010000.0
LMC-OBB_Budget-2026.pdf,2026,Fish Resources Conserved and Managed 01 Number of sensitisation meetings on fishing ban 02 Number of Fishing ban patrols conducted,- -,BUDGET ESTIMATE 2028,43.0
LMC-OBB_Budget-2026.pdf,2026,Livetock production and productivity improved 01 Number of farmers trained in new Livestock production technologies 02 Number of farmers offered farm technical support 03 Number of farmers trained in climate smart technologies,- - -,BUDGET ESTIMATE 2028,300100100.0
LMC-OBB_Budget-2026.pdf,2026,Management and Support services provided 01 Number of monitoring and backstopping conducted 02 Number of performance review meetings conducted 03 Number of national events commmemorated,- - -,BUDGET ESTIMATE 2028,443.0
LMC-OBB_Budget-2026.pdf,2026,District shows held 01 Number of of agricultural shows held 02 World Milk Day commemorated,- -,BUDGET ESTIMATE 2028,31.0
LMC-OBB_Budget-2026.pdf,2026,ECONOMIC CLASSIFICATION,2024 BUDGET,REVISED BUDGET 2027,2025.0
LMC-OBB_Budget-2026.pdf,2026,02Use of Goods and Services 02General Operations,- -,REVISED BUDGET 2027,1528300615283006.0
LMC-OBB_Budget-2026.pdf,2026,Programme Total,-,REVISED BUDGET 2027,6.0
LMC-OBB_Budget-2026.pdf,2026,Key Output and Output Indicator,2024,BUDGET ESTIMATE 2028,2026.0
LMC-OBB_Budget-2026.pdf,2026,Old Peoples Homes Supported 01 Number of old people's home supported,-,BUDGET ESTIMATE 2028,1.0
LMC-OBB_Budget-2026.pdf,2026,Welfare and Counselling Services Provided 01 Percentage of GBV survivors supported 02 Percentage of human trafficing victims supported 03 Percentage of families receiving counselling services,- - -,BUDGET ESTIMATE 2028,100100100.0
LMC-OBB_Budget-2026.pdf,2026,Cash for Work Iniative Implemented 01 Percentage of cash for work funds disbursed 02 Number of beneficiaries paid under cash for work program,- -,REVISED BUDGET 2027,7620808.0
LMC-OBB_Budget-2026.pdf,2026,Cash for Work Iniative Implemented 01 Percentage of cash for work funds disbursed 02 Number of beneficiaries paid under cash for work program,- -,BUDGET ESTIMATE 2028,1008094.0
LMC-OBB_Budget-2026.pdf,2026,Adult Functional Literacy Promoted 01 Number of sensitization meetings on adult functional literacy conducted 02 Number of learners in functional literacy trained,- -,BUDGET ESTIMATE 2028,4100.0
LMC-OBB_Budget-2026.pdf,2026,,01Incapacited Housholds Assisted with Inkind Support 1 percentage of incapacitated households and individuals assisted with inkind support 2 Percentage of vulnerable students assesed and recommended for bursaries for tertiary education 3 Percentage of stranded persons provided with transit shelter 02Old Peoples Homes Supported 1 Number of old people's home supported 03Welfare and Counselling Services Provided 1 Percentage of GBV survivors supported 2 Percentage of human trafficing victims supported 3 Percentage of families receiving counselling services 04Cash for Work Iniative Implemented 1 Percentage of cash for work funds disbursed 2 Number of beneficiaries paid under cash for work program 01 Adult Functional Literacy Promoted 1 Number of sensitization meetings on adult functional literacy conducted 2 Number of learners in functional literacy trained,APPROVED BUDGET 2026,1.0010010011001e+29
Annual-Detailed-Budget-2023.pdf,2023,001,Residential,APPROVED BUDGET 2024,16817324.0
Annual-Detailed-Budget-2023.pdf,2023,001,Residential,REVISED BUDGET 2025,5445035.0
Annual-Detailed-Budget-2023.pdf,2023,001,Residential,BUDGET ESTIMATE 2026,5445035.0
Annual-Detailed-Budget-2023.pdf,2023,002,Commercial,APPROVED BUDGET 2024,1600050.0
Annual-Detailed-Budget-2023.pdf,2023,002,Commercial,REVISED BUDGET 2025,1600050.0
Annual-Detailed-Budget-2023.pdf,2023,002,Commercial,BUDGET ESTIMATE 2026,1600050.0
Annual-Detailed-Budget-2023.pdf,2023,003,Industrial,APPROVED BUDGET 2024,4858748.0
Annual-Detailed-Budget-2023.pdf,2023,003,Industrial,REVISED BUDGET 2025,4858748.0
Annual-Detailed-Budget-2023.pdf,2023,003,Industrial,BUDGET ESTIMATE 2026,4858748.0
Annual-Detailed-Budget-2023.pdf,2023,005,Mining/Plant,APPROVED BUDGET 2024,30200000.0
Annual-Detailed-Budget-2023.pdf,2023,005,Mining/Plant,REVISED BUDGET 2025,30986423.0
Annual-Detailed-Budget-2023.pdf,2023,005,Mining/Plant,BUDGET ESTIMATE 2026,30986423.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,53476122.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,REVISED BUDGET 2025,42890256.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,BUDGET ESTIMATE 2026,42890256.0
Annual-Detailed-Budget-2023.pdf,2023,001,Personal levy,APPROVED BUDGET 2024,103365.0
Annual-Detailed-Budget-2023.pdf,2023,001,Personal levy,REVISED BUDGET 2025,103365.0
Annual-Detailed-Budget-2023.pdf,2023,001,Personal levy,BUDGET ESTIMATE 2026,103365.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,103365.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,REVISED BUDGET 2025,103365.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,BUDGET ESTIMATE 2026,103365.0
Annual-Detailed-Budget-2023.pdf,2023,001,Consent fees,APPROVED BUDGET 2024,25000.0
Annual-Detailed-Budget-2023.pdf,2023,001,Consent fees,REVISED BUDGET 2025,25000.0
Annual-Detailed-Budget-2023.pdf,2023,001,Consent fees,BUDGET ESTIMATE 2026,25000.0
Annual-Detailed-Budget-2023.pdf,2023,003,Building inspection-fees,APPROVED BUDGET 2024,491280.0
Annual-Detailed-Budget-2023.pdf,2023,003,Building inspection-fees,REVISED BUDGET 2025,500000.0
Annual-Detailed-Budget-2023.pdf,2023,003,Building inspection-fees,BUDGET ESTIMATE 2026,650000.0
Annual-Detailed-Budget-2023.pdf,2023,004,Plan scrutiny fee,APPROVED BUDGET 2024,481596.0
Annual-Detailed-Budget-2023.pdf,2023,004,Plan scrutiny fee,REVISED BUDGET 2025,490798.0
Annual-Detailed-Budget-2023.pdf,2023,004,Plan scrutiny fee,BUDGET ESTIMATE 2026,500798.0
Annual-Detailed-Budget-2023.pdf,2023,005,Change of premise use,APPROVED BUDGET 2024,25000.0
Annual-Detailed-Budget-2023.pdf,2023,005,Change of premise use,REVISED BUDGET 2025,25000.0
Annual-Detailed-Budget-2023.pdf,2023,005,Change of premise use,BUDGET ESTIMATE 2026,25000.0
Annual-Detailed-Budget-2023.pdf,2023,007,Rentals/lease of Council’s properties,APPROVED BUDGET 2024,365400.0
Annual-Detailed-Budget-2023.pdf,2023,007,Rentals/lease of Council’s properties,REVISED BUDGET 2025,365400.0
Annual-Detailed-Budget-2023.pdf,2023,007,Rentals/lease of Council’s properties,BUDGET ESTIMATE 2026,365400.0
Annual-Detailed-Budget-2023.pdf,2023,008,Non-Land Application forms fees,APPROVED BUDGET 2024,155375.0
Annual-Detailed-Budget-2023.pdf,2023,008,Non-Land Application forms fees,REVISED BUDGET 2025,155375.0
Annual-Detailed-Budget-2023.pdf,2023,008,Non-Land Application forms fees,BUDGET ESTIMATE 2026,155375.0
Annual-Detailed-Budget-2023.pdf,2023,009,Rentals from houses,APPROVED BUDGET 2024,250950.0
Annual-Detailed-Budget-2023.pdf,2023,009,Rentals from houses,REVISED BUDGET 2025,250950.0
Annual-Detailed-Budget-2023.pdf,2023,009,Rentals from houses,BUDGET ESTIMATE 2026,250950.0
Annual-Detailed-Budget-2023.pdf,2023,010,Sketch plan,APPROVED BUDGET 2024,25000.0
Annual-Detailed-Budget-2023.pdf,2023,010,Sketch plan,REVISED BUDGET 2025,32000.0
Annual-Detailed-Budget-2023.pdf,2023,010,Sketch plan,BUDGET ESTIMATE 2026,35000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Search fees,APPROVED BUDGET 2024,18500.0
Annual-Detailed-Budget-2023.pdf,2023,011,Search fees,REVISED BUDGET 2025,18500.0
Annual-Detailed-Budget-2023.pdf,2023,011,Search fees,BUDGET ESTIMATE 2026,18500.0
Annual-Detailed-Budget-2023.pdf,2023,013,Market fees,APPROVED BUDGET 2024,956350.0
Annual-Detailed-Budget-2023.pdf,2023,013,Market fees,REVISED BUDGET 2025,956350.0
Annual-Detailed-Budget-2023.pdf,2023,013,Market fees,BUDGET ESTIMATE 2026,956350.0
Annual-Detailed-Budget-2023.pdf,2023,016,"Loading fees (buses, trucks, trains, taxies etc.)",APPROVED BUDGET 2024,780718.0
Annual-Detailed-Budget-2023.pdf,2023,016,"Loading fees (buses, trucks, trains, taxies etc.)",REVISED BUDGET 2025,1200000.0
Annual-Detailed-Budget-2023.pdf,2023,016,"Loading fees (buses, trucks, trains, taxies etc.)",BUDGET ESTIMATE 2026,1300000.0
Annual-Detailed-Budget-2023.pdf,2023,017,Affidavit fees,APPROVED BUDGET 2024,16000.0
Annual-Detailed-Budget-2023.pdf,2023,017,Affidavit fees,REVISED BUDGET 2025,16000.0
Annual-Detailed-Budget-2023.pdf,2023,017,Affidavit fees,BUDGET ESTIMATE 2026,16000.0
Annual-Detailed-Budget-2023.pdf,2023,020,Hire of halls,APPROVED BUDGET 2024,5200.0
Annual-Detailed-Budget-2023.pdf,2023,020,Hire of halls,REVISED BUDGET 2025,52000.0
Annual-Detailed-Budget-2023.pdf,2023,020,Hire of halls,BUDGET ESTIMATE 2026,52000.0
Annual-Detailed-Budget-2023.pdf,2023,021,Hire of grounds/stadia,APPROVED BUDGET 2024,500.0
Annual-Detailed-Budget-2023.pdf,2023,021,Hire of grounds/stadia,REVISED BUDGET 2025,500.0
Annual-Detailed-Budget-2023.pdf,2023,021,Hire of grounds/stadia,BUDGET ESTIMATE 2026,500.0
Annual-Detailed-Budget-2023.pdf,2023,030,Education fees,APPROVED BUDGET 2024,20000.0
Annual-Detailed-Budget-2023.pdf,2023,030,Education fees,REVISED BUDGET 2025,20000.0
Annual-Detailed-Budget-2023.pdf,2023,030,Education fees,BUDGET ESTIMATE 2026,20000.0
Annual-Detailed-Budget-2023.pdf,2023,033,Refuse disposal,APPROVED BUDGET 2024,512000.0
Annual-Detailed-Budget-2023.pdf,2023,033,Refuse disposal,REVISED BUDGET 2025,512000.0
Annual-Detailed-Budget-2023.pdf,2023,033,Refuse disposal,BUDGET ESTIMATE 2026,512000.0
Annual-Detailed-Budget-2023.pdf,2023,038,Library membership fees,APPROVED BUDGET 2024,12312.0
Annual-Detailed-Budget-2023.pdf,2023,038,Library membership fees,REVISED BUDGET 2025,12312.0
Annual-Detailed-Budget-2023.pdf,2023,038,Library membership fees,BUDGET ESTIMATE 2026,12312.0
Annual-Detailed-Budget-2023.pdf,2023,045,Notice of marriage fees,APPROVED BUDGET 2024,152300.0
Annual-Detailed-Budget-2023.pdf,2023,045,Notice of marriage fees,REVISED BUDGET 2025,152300.0
Annual-Detailed-Budget-2023.pdf,2023,045,Notice of marriage fees,BUDGET ESTIMATE 2026,152300.0
Annual-Detailed-Budget-2023.pdf,2023,046,Abattoir/meat inspection fees,APPROVED BUDGET 2024,36000.0
Annual-Detailed-Budget-2023.pdf,2023,046,Abattoir/meat inspection fees,REVISED BUDGET 2025,36000.0
Annual-Detailed-Budget-2023.pdf,2023,046,Abattoir/meat inspection fees,BUDGET ESTIMATE 2026,36000.0
Annual-Detailed-Budget-2023.pdf,2023,047,Registration of clubs and societies,APPROVED BUDGET 2024,16400.0
Annual-Detailed-Budget-2023.pdf,2023,047,Registration of clubs and societies,REVISED BUDGET 2025,16400.0
Annual-Detailed-Budget-2023.pdf,2023,047,Registration of clubs and societies,BUDGET ESTIMATE 2026,16400.0
Annual-Detailed-Budget-2023.pdf,2023,053,Certification of documents,APPROVED BUDGET 2024,2400.0
Annual-Detailed-Budget-2023.pdf,2023,053,Certification of documents,REVISED BUDGET 2025,2400.0
Annual-Detailed-Budget-2023.pdf,2023,053,Certification of documents,BUDGET ESTIMATE 2026,2400.0
Annual-Detailed-Budget-2023.pdf,2023,063,Billboards and banners,APPROVED BUDGET 2024,271560.0
Annual-Detailed-Budget-2023.pdf,2023,063,Billboards and banners,REVISED BUDGET 2025,271560.0
Annual-Detailed-Budget-2023.pdf,2023,063,Billboards and banners,BUDGET ESTIMATE 2026,271560.0
Annual-Detailed-Budget-2023.pdf,2023,064,Hire of Transport and Equipment,APPROVED BUDGET 2024,373800.0
Annual-Detailed-Budget-2023.pdf,2023,064,Hire of Transport and Equipment,REVISED BUDGET 2025,383200.0
Annual-Detailed-Budget-2023.pdf,2023,064,Hire of Transport and Equipment,BUDGET ESTIMATE 2026,384200.0
Annual-Detailed-Budget-2023.pdf,2023,065,Council Minutes Extracts,APPROVED BUDGET 2024,45400.0
Annual-Detailed-Budget-2023.pdf,2023,065,Council Minutes Extracts,REVISED BUDGET 2025,45400.0
Annual-Detailed-Budget-2023.pdf,2023,065,Council Minutes Extracts,BUDGET ESTIMATE 2026,45400.0
Annual-Detailed-Budget-2023.pdf,2023,066,Penalties,APPROVED BUDGET 2024,271800.0
Annual-Detailed-Budget-2023.pdf,2023,066,Penalties,REVISED BUDGET 2025,271800.0
Annual-Detailed-Budget-2023.pdf,2023,066,Penalties,BUDGET ESTIMATE 2026,271800.0
Annual-Detailed-Budget-2023.pdf,2023,067,Ablution Fee,APPROVED BUDGET 2024,150000.0
Annual-Detailed-Budget-2023.pdf,2023,067,Ablution Fee,REVISED BUDGET 2025,350000.0
Annual-Detailed-Budget-2023.pdf,2023,067,Ablution Fee,BUDGET ESTIMATE 2026,40000.0
Annual-Detailed-Budget-2023.pdf,2023,074,Sale of Bid Documents,APPROVED BUDGET 2024,30000.0
Annual-Detailed-Budget-2023.pdf,2023,074,Sale of Bid Documents,REVISED BUDGET 2025,35000.0
Annual-Detailed-Budget-2023.pdf,2023,074,Sale of Bid Documents,BUDGET ESTIMATE 2026,40000.0
Annual-Detailed-Budget-2023.pdf,2023,099,Other fees and charges,APPROVED BUDGET 2024,382755.0
Annual-Detailed-Budget-2023.pdf,2023,099,Other fees and charges,REVISED BUDGET 2025,395000.0
Annual-Detailed-Budget-2023.pdf,2023,099,Other fees and charges,BUDGET ESTIMATE 2026,400000.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,5873596.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,REVISED BUDGET 2025,6591245.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,BUDGET ESTIMATE 2026,6555245.0
Annual-Detailed-Budget-2023.pdf,2023,001,Occupancy licence,APPROVED BUDGET 2024,105000.0
Annual-Detailed-Budget-2023.pdf,2023,001,Occupancy licence,REVISED BUDGET 2025,120000.0
Annual-Detailed-Budget-2023.pdf,2023,001,Occupancy licence,BUDGET ESTIMATE 2026,130000.0
Annual-Detailed-Budget-2023.pdf,2023,004,Petroleum Storage licence,APPROVED BUDGET 2024,382200.0
Annual-Detailed-Budget-2023.pdf,2023,004,Petroleum Storage licence,REVISED BUDGET 2025,382200.0
Annual-Detailed-Budget-2023.pdf,2023,004,Petroleum Storage licence,BUDGET ESTIMATE 2026,382200.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,487200.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,REVISED BUDGET 2025,502200.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,BUDGET ESTIMATE 2026,512200.0
Annual-Detailed-Budget-2023.pdf,2023,004,Pole levy,APPROVED BUDGET 2024,33020.0
Annual-Detailed-Budget-2023.pdf,2023,004,Pole levy,REVISED BUDGET 2025,33020.0
Annual-Detailed-Budget-2023.pdf,2023,004,Pole levy,BUDGET ESTIMATE 2026,33020.0
Annual-Detailed-Budget-2023.pdf,2023,011,Telecommunication Mast,APPROVED BUDGET 2024,180000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Telecommunication Mast,REVISED BUDGET 2025,180000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Telecommunication Mast,BUDGET ESTIMATE 2026,180000.0
Annual-Detailed-Budget-2023.pdf,2023,018,Trading (Retail) Consumable groceries business,APPROVED BUDGET 2024,131597.0
Annual-Detailed-Budget-2023.pdf,2023,018,Trading (Retail) Consumable groceries business,REVISED BUDGET 2025,131597.0
Annual-Detailed-Budget-2023.pdf,2023,018,Trading (Retail) Consumable groceries business,BUDGET ESTIMATE 2026,131597.0
Annual-Detailed-Budget-2023.pdf,2023,019,Retail Merchants non-consumable business,APPROVED BUDGET 2024,291042.0
Annual-Detailed-Budget-2023.pdf,2023,019,Retail Merchants non-consumable business,REVISED BUDGET 2025,291042.0
Annual-Detailed-Budget-2023.pdf,2023,019,Retail Merchants non-consumable business,BUDGET ESTIMATE 2026,291042.0
Annual-Detailed-Budget-2023.pdf,2023,020,Trading (Retail) chain stores and supermarkets,APPROVED BUDGET 2024,15000.0
Annual-Detailed-Budget-2023.pdf,2023,020,Trading (Retail) chain stores and supermarkets,REVISED BUDGET 2025,15000.0
Annual-Detailed-Budget-2023.pdf,2023,020,Trading (Retail) chain stores and supermarkets,BUDGET ESTIMATE 2026,15000.0
Annual-Detailed-Budget-2023.pdf,2023,021,Manufacturing,APPROVED BUDGET 2024,20002.0
Annual-Detailed-Budget-2023.pdf,2023,021,Manufacturing,REVISED BUDGET 2025,20002.0
Annual-Detailed-Budget-2023.pdf,2023,021,Manufacturing,BUDGET ESTIMATE 2026,20002.0
Annual-Detailed-Budget-2023.pdf,2023,028,Filling Station,APPROVED BUDGET 2024,26666.0
Annual-Detailed-Budget-2023.pdf,2023,028,Filling Station,REVISED BUDGET 2025,26666.0
Annual-Detailed-Budget-2023.pdf,2023,028,Filling Station,BUDGET ESTIMATE 2026,26666.0
Annual-Detailed-Budget-2023.pdf,2023,029,Professional Occupation,APPROVED BUDGET 2024,40817.0
Annual-Detailed-Budget-2023.pdf,2023,029,Professional Occupation,REVISED BUDGET 2025,40817.0
Annual-Detailed-Budget-2023.pdf,2023,029,Professional Occupation,BUDGET ESTIMATE 2026,40817.0
Annual-Detailed-Budget-2023.pdf,2023,031,Car Wash,APPROVED BUDGET 2024,11200.0
Annual-Detailed-Budget-2023.pdf,2023,031,Car Wash,REVISED BUDGET 2025,11200.0
Annual-Detailed-Budget-2023.pdf,2023,031,Car Wash,BUDGET ESTIMATE 2026,11200.0
Annual-Detailed-Budget-2023.pdf,2023,032,Hospitality,APPROVED BUDGET 2024,11250.0
Annual-Detailed-Budget-2023.pdf,2023,032,Hospitality,REVISED BUDGET 2025,11250.0
Annual-Detailed-Budget-2023.pdf,2023,032,Hospitality,BUDGET ESTIMATE 2026,11250.0
Annual-Detailed-Budget-2023.pdf,2023,033,Commercial Banks,APPROVED BUDGET 2024,54000.0
Annual-Detailed-Budget-2023.pdf,2023,033,Commercial Banks,REVISED BUDGET 2025,54000.0
Annual-Detailed-Budget-2023.pdf,2023,033,Commercial Banks,BUDGET ESTIMATE 2026,54000.0
Annual-Detailed-Budget-2023.pdf,2023,034,Micro- Finance and Money-Lenders,APPROVED BUDGET 2024,69000.0
Annual-Detailed-Budget-2023.pdf,2023,034,Micro- Finance and Money-Lenders,REVISED BUDGET 2025,69000.0
Annual-Detailed-Budget-2023.pdf,2023,034,Micro- Finance and Money-Lenders,BUDGET ESTIMATE 2026,69000.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,883594.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,REVISED BUDGET 2025,883594.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,BUDGET ESTIMATE 2026,883594.0
Annual-Detailed-Budget-2023.pdf,2023,001,Health permits,APPROVED BUDGET 2024,629250.0
Annual-Detailed-Budget-2023.pdf,2023,001,Health permits,REVISED BUDGET 2025,629250.0
Annual-Detailed-Budget-2023.pdf,2023,001,Health permits,BUDGET ESTIMATE 2026,629250.0
Annual-Detailed-Budget-2023.pdf,2023,003,Herbalist permit,APPROVED BUDGET 2024,900.0
Annual-Detailed-Budget-2023.pdf,2023,003,Herbalist permit,REVISED BUDGET 2025,900.0
Annual-Detailed-Budget-2023.pdf,2023,003,Herbalist permit,BUDGET ESTIMATE 2026,900.0
Annual-Detailed-Budget-2023.pdf,2023,008,Burial permits and grave sites,APPROVED BUDGET 2024,550500.0
Annual-Detailed-Budget-2023.pdf,2023,008,Burial permits and grave sites,REVISED BUDGET 2025,550500.0
Annual-Detailed-Budget-2023.pdf,2023,008,Burial permits and grave sites,BUDGET ESTIMATE 2026,550500.0
Annual-Detailed-Budget-2023.pdf,2023,009,Fire certificate,APPROVED BUDGET 2024,621800.0
Annual-Detailed-Budget-2023.pdf,2023,009,Fire certificate,REVISED BUDGET 2025,621800.0
Annual-Detailed-Budget-2023.pdf,2023,009,Fire certificate,BUDGET ESTIMATE 2026,621800.0
Annual-Detailed-Budget-2023.pdf,2023,010,Extension of Business hours permits,APPROVED BUDGET 2024,6000.0
Annual-Detailed-Budget-2023.pdf,2023,010,Extension of Business hours permits,REVISED BUDGET 2025,7000.0
Annual-Detailed-Budget-2023.pdf,2023,010,Extension of Business hours permits,BUDGET ESTIMATE 2026,8000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Social gathering permit,APPROVED BUDGET 2024,30000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Social gathering permit,REVISED BUDGET 2025,30000.0
Annual-Detailed-Budget-2023.pdf,2023,011,Social gathering permit,BUDGET ESTIMATE 2026,30000.0
Annual-Detailed-Budget-2023.pdf,2023,099,"Primary, Secondary and Tertiary permits",APPROVED BUDGET 2024,66600.0
Annual-Detailed-Budget-2023.pdf,2023,099,"Primary, Secondary and Tertiary permits",REVISED BUDGET 2025,66600.0
Annual-Detailed-Budget-2023.pdf,2023,099,"Primary, Secondary and Tertiary permits",BUDGET ESTIMATE 2026,66600.0
Annual-Detailed-Budget-2023.pdf,2023,,SubItem Total,APPROVED BUDGET 2024,1905050.0
