url|depth|status|title|html_path|categories|amounts_found|dates_found
https://www.luanshyacouncil.gov.zm/?p=4439|1|200|DC MALELE CALLS FOR INTENSIFIED FIGHT AGANIST HIV/AIDS AS LUANSHYA COMMEMORATES HTCT DAY – Luanshya Municipal Council|raw\08f09e6248e3472168720b7049ab8b28.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4436|1|200|COUNCIL TAKES ACTION: MAPATAMATU’S REPUBLIC BAR, RESTAURANT’S CHILDREN RECREATION FACILITY CLOSED. – Luanshya Municipal Council|raw\2027e7b2d25e4b6bc12483db434f8b24.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4433|1|200|REPUBLICAN PRESIDENT INAUGURATION CEREMONY: HH CALLS FOR PEACE, UNITY, NATIONAL BUILDING – Luanshya Municipal Council|raw\d366d93af0d955df1cf101e9b9cca23c.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4430|1|200|PUBLIC RELATIONS PRACTITIONERS URGED TO EMBRACE DIGITAL TECHNOLOGY, UPHOLD ETHICAL STANDARDS – Luanshya Municipal Council|raw\2a89c6294b991909892b1cb248036727.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?page_id=1536|2|200|Elementor #1536 – Luanshya Municipal Council|raw\a2cfc9a313d7acc96f19b737ee6420ba.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4427|2|200|LUANSHYA’S RECRUITMENT OF HEALTH WORKERS IN TOP GEAR. – Luanshya Municipal Council|raw\b20325220988d4f53c65a7d8efa4f47b.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4424|2|200|Luanshya Municipal Council|raw\ff7758dcc0e5998b97f4f73531348620.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4414|2|200|ROAN 2026 CDF GRANTS HANDOVER CEREMONY AT MPATAMATU SECONDARY TODAY. – Luanshya Municipal Council|raw\9852dac9cb0d1ab640ffcadf7f245cf9.html|cdf|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4411|2|200|Photo Focus for today’s cleaning 📸 – Luanshya Municipal Council|raw\c545e2be823acdde6ef7754e719a461f.html|uncategorised|[5.0]|[]
https://www.luanshyacouncil.gov.zm/?p=4408|2|200|CB PS MWANZA HANDOVER K5 MILLION WORTH LUANSHYA, ROAN CDF GRANTS TO 244 COOPERATIVES. – Luanshya Municipal Council|raw\c7233d80824d91774903eb8699b457c6.html|cdf|[5.0, 5.0, 5.0, 2759241.0, 2759241.0]|[]
https://www.luanshyacouncil.gov.zm/?p=4405|2|200|LUANSHYA DC  LAUNCH CB PHARMACY AWARENESS WEEK WITH A CALL FOR PHARMCOVIGILANCE. – Luanshya Municipal Council|raw\9599886861b060db767edd8d7cd69673.html|uncategorised|[5.0]|[]
https://www.luanshyacouncil.gov.zm/?p=4402|2|200|LUANSHYA MUNICIPAL COUNCIL COMMEMORATES AFRICA PUBLIC SERVICE DAY – Luanshya Municipal Council|raw\38f0597a6fb617d4b80b539888793f1a.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4398|2|200|LUANSHYA MUNICIPAL COUNCIL MANAGEMENT  HUMBLED WITH THE WINNING OF  ZIPS 2026 BEST PERFORMING LOCAL AUTHORITY AWARD – Luanshya Municipal Council|raw\7fb08493eb037f099dafbf81b0b10dc0.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4394|2|200|FORMER LUANSHYA’S HELLEN KAUNDA MEMORIAL LIBRARY YOUNG PATRON TURNED RHODES SCHOLAR, WORLD BANK EXPERT DONATES HEART-WARMING, INSPIRING BIOGRAPHIES IN PLOUGH BACK GESTURE – Luanshya Municipal Council|raw\13a0dd6abba47d600b63b0e2d2967e28.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4391|2|200|LUANSHYA DEO CONDUCTS FIELD INSPECTION TOUR TO CHECK ON ECZ VOTER EDUCATION ACTIVITIES. – Luanshya Municipal Council|raw\7cda5c4e3ef967eda59bc047b334ad0b.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4388|2|200|LUANSHYA MUNICIPAL COUNCIL PLANS TO REVAMP C PARK GYM. – Luanshya Municipal Council|raw\03925bd4ad18fe2c0880eecc6b53ca30.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4385|2|200|LUANSHYA ECZ URGE RESIDENTS TO VOTE ENMASSE  DURING AUGUST13  POLLS. – Luanshya Municipal Council|raw\2375dcdd019cab01526acb6e0acd972a.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4382|2|200|MINISTRY OF FINANCE ENGAGE LUANSHYA COUNCIL ON  RISK MANAGEMENT FRAMEWORK – Luanshya Municipal Council|raw\3c2bfa4230d2c3f6577ee81caf93233f.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4379|2|200|LUANSHYA COUNCIL TRAINS 244 CDF GRANTS BENEFICIARIE COOPERATIVES – Luanshya Municipal Council|raw\1d5b7ed6bf154425588b1ad50d6f2937.html|cdf|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4376|2|200|LUANSHYA DC OPENS  AGRICULTURE SHOW WITH CALL ON FARMERS TO TAKE THE LEAD – Luanshya Municipal Council|raw\b1e15de7b02ebc11816aee475811f993.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4373|2|200|CB PS MWANZA CALLS FOR STRONGER, RESILIENT, DYNAMIC LOCAL AUTHORITIES. – Luanshya Municipal Council|raw\b2b0a3e496e6c10a7e9ce44d6e4beab8.html|uncategorised|[]|[]
http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/03/Rates-2025-scaled.jpg|2|200|||uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?author=12|2|200|Gideon Thole – Luanshya Municipal Council|raw\fbb264024b76154d5e6c2afa147f09ae.html|ward|[5.0, 5.0]|[]
https://www.luanshyacouncil.gov.zm/?cat=1|2|200|Uncategorized – Luanshya Municipal Council|raw\7b5ef0e17dd9f419a6bfe8bbdcc9c97a.html|ward|[5.0, 5.0]|[]
https://www.luanshyacouncil.gov.zm/?p=4370|3|200|TANTALIZE YOUR HEART & SOUL WITH US! REJUVENATE YOUR SPIRIT! – Luanshya Municipal Council|raw\16ddfce2e3ac889ffb0ba6c97117da49.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=11&author=12|3|200|Gideon Thole – Page 11 – Luanshya Municipal Council|raw\78902c6f6717c8675d801039efe2425d.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=2&author=12|3|200|Gideon Thole – Page 2 – Luanshya Municipal Council|raw\09bf10814307eee23c70e97babe9b6a9.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=12&cat=1|3|200|Uncategorized – Page 12 – Luanshya Municipal Council|raw\48dccb45675064aef96a44e0060b0a7f.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=2&cat=1|3|200|Uncategorized – Page 2 – Luanshya Municipal Council|raw\989329309ae653b26ab3772153fbfc93.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?p=4367|4|200|TC NDILEMA, TECHNOCRATS VISIT ROAN, LUANSHYA  PCEI POWERED CDF TWIN SOLAR PLANTS  CONSTRUCTION SITE – Luanshya Municipal Council|raw\a67487ca42caa7df937ae9b9f0ce3248.html|cdf|[]|[]
https://www.luanshyacouncil.gov.zm/?p=3953|4|200|LUANSHYA RECORDS 8 CHRISTMAS BABIES – Luanshya Municipal Council|raw\cf773a2a3dd6757225ab7c0c6a117d58.html|uncategorised|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=10&author=12|4|200|Gideon Thole – Page 10 – Luanshya Municipal Council|raw\27a0262b8c10cd9afffc98d5c68b1be4.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?paged=3&author=12|4|200|Gideon Thole – Page 3 – Luanshya Municipal Council|raw\7c9f616dfb8634a463e5fa2c7b0ea663.html|ward|[]|[]
https://www.luanshyacouncil.gov.zm/?p=1474|4|200|LUANSHYA SET TO LAUNCH CASH FOR WORK INITIATIVE – Luanshya Municipal Council|raw\30f2699851a526134fe65720d396396e.html|uncategorised|[600.0, 60.0, 2.9]|[]
https://www.luanshyacouncil.gov.zm/?paged=11&cat=1|4|200|Uncategorized – Page 11 – Luanshya Municipal Council|raw\46af6126dfd0711712cbde20b9fb1d1b.html|ward|[2.9, 2.9, 2.9]|[]
https://www.luanshyacouncil.gov.zm/?paged=3&cat=1|4|200|Uncategorized – Page 3 – Luanshya Municipal Council|raw\ec42c557b6af45ea633bd264cee37f64.html|ward|[]|[]
