source_page|pdf_url|local_path|category|status
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/04/2025-LMC-Calendar-of-Meetings.pdf|raw\pdfs\f2083082984ef55cb7911069ab6fbd3c.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2026/02/New-2026-Skills-Roan-CDF-.pdf|raw\pdfs\7630c8b6ae9e3396e979c3e00c886e9e.pdf|cdf|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/Annual-Detailed-Budget-2020.pdf|raw\pdfs\702182ac29ffb812e49f6caf5982dbc7.pdf|budget|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/Luanshya-District-Community-Projects-2023.pdf|raw\pdfs\ea06621f8714bdad5120d1c0c4291b59.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=3525|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/LOAN-APPLICATION-FORM.pdf|raw\pdfs\04db1bc15e7e50f142b5a112b7757f68.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=3525|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/08/2024-APPROVED-COMMUNITY-PROJECTS.pdf|raw\pdfs\ef147306dfc24f12d61440af5eea6381.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2024/09/Stakeholder_minutes1-1.pdf|raw\pdfs\998e22eecd8d61931b2ffd8cab50756f.pdf|resolution|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/ZPPA-MPI-2025-Q4.pdf|raw\pdfs\74ad1660ede402d371a41cf3d600cfe7.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/10/LUANSHYA-DISTRICT-2025-VR-DEPLOYMENT-PLAN-FINAL-DRAFT.pdf|raw\pdfs\a5965eee141f69f81eb3c02a00812878.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/08/2025-APPROVED-COMMUNITY-PROJECTS-1.pdf|raw\pdfs\eade6c7e9bea961440405524d87e89cc.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/CONVEYANCE-NOTIFICATION-OF-MINISTERIAL-APPROVAL-OR-REFUSAL-FOR-COMMUNITY-PROJECTS-UNDER-2025-CDF-FOR-LUANSHYA-CONSTITUENCY.pdf|raw\pdfs\355ad28aeb5a016181a71808e90be7b1.pdf|cdf|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/Annual-Detailed-Budget-2018.pdf|raw\pdfs\b745d7fa986ca20d6df9f6a68e627e0c.pdf|budget|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/01/CamScanner-01-17-2025-10.37.pdf|raw\pdfs\6209969a5df794f0c8d0624bff2ba738.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2024/10/LUANSHYA-CDF-TODAY-08-NEWSLETTER.pdf|raw\pdfs\753e13ca2f4c18ea386c761fd24dde37.pdf|cdf;news|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/01/Grants-2025-Luanshya-.pdf|raw\pdfs\8eaf19eec65d7403101bfa2375c78501.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/07/2026-CDF-Skills-Development-Bursary.pdf|raw\pdfs\29a170e4c4d45b84db447ee26f3a0e29.pdf|cdf|
https://www.luanshyacouncil.gov.zm/?page_id=169|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/07/The-Local-Government-Act-No.-2-of-2019.pdf|raw\pdfs\755c1f4485b8f844cb4d7bdaad103c07.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=169|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/07/Constitution-of-Zambia-Amendment-2016-Act-No.-2_0.pdf|raw\pdfs\76987ae79617b560272029f73076780d.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=770|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/03/Public-Procurement-Regulations-2022.pdf|raw\pdfs\93debd76c30b1eb1cd7474cbb4b1fae3.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/12/FINANCIAL-STATEMENTS-FOR-YEAR-ENDED-31ST-DECEMBER-2018.pdf|raw\pdfs\59ffdc7fcdb07268dfff555a855f9646.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=770|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/03/The-Public-Procurement-Act-No.-8-of-2020.pdf|raw\pdfs\d4ac9f8bad3f2e006decfe42b38a0d27.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2026/02/ECZ-JOB-ADVERT-2.pdf|raw\pdfs\bb85405c00583cc92bdf1e8ed6dd2033.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=959|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/11/2024-Business-Stakeholder-Engagement.pdf|raw\pdfs\4d428bddc5ed6c1b9d2c753157a200cc.pdf|uncategorised|
https://www.luanshyacouncil.gov.zm/?page_id=792|http://www.luanshyacouncil.gov.zm/wp-content/uploads/2025/08/Luanshya-District-2024-4Q-Development-Coordinating-Committee-Meeting.pdf|raw\pdfs\358bb6e19b8182cc2bc6cdacd81bc511.pdf|ward|
